Accident_ID,Location,Severity,Weather_Condition,Number_of_Casualties,date_time,traffic_volume,weather_description,temp(K),rain_intensity_level,day_of_week,hour_of_day,State
236,T. Nagar,Severe,Clear,21,06-01-2023 15:00,1362,thunderstorm with rain,279.1,4,Friday,15,Tamil Nadu
237,Civil Lines,Minor,Rain,3,06-01-2023 16:00,1722,heavy rain,292.2,3,Friday,16,Rajasthan
238,Kalyani Nagar,Minor,Rain,5,06-01-2023 17:00,2840,heavy rain,288.9,3,Friday,17,Maharashtra
239,Vasant Kunj,Minor,Rain,6,06-01-2023 18:00,591,heavy rain,297.3,3,Friday,18,Delhi
240,Alwarpet,Severe,Rain,2,06-01-2023 19:00,1898,light rain,273.7,1,Friday,19,Tamil Nadu
241,Koramangala,Moderate,Rain,7,06-01-2023 20:00,618,heavy rain,296.6,3,Friday,20,Karnataka
242,Bandra,Severe,Fog,9,06-01-2023 21:00,2536,heavy rain,288.9,3,Friday,21,Maharashtra
243,Indiranagar,Minor,Fog,8,06-01-2023 22:00,578,light rain,303.7,1,Friday,22,Karnataka
244,Connaught Place,Moderate,Rain,0,06-01-2023 23:00,1996,drizzle rain,282,2,Friday,23,Delhi
245,Salt Lake City,Minor,Rain,0,07-01-2023 00:00,3761,light rain,292.1,1,Saturday,0,West Bengal
246,Gariahat,Moderate,Fog,1,07-01-2023 01:00,2478,heavy rain,302.6,3,Saturday,1,West Bengal
247,Hinjewadi,Severe,Rain,2,07-01-2023 02:00,3265,light rain,273.6,1,Saturday,2,Maharashtra
248,Banjara Hills,Minor,Clear,4,07-01-2023 03:00,2288,drizzle rain,302.8,2,Saturday,3,Telangana
249,Jubilee Hills,Minor,Rain,10,07-01-2023 04:00,3299,light rain,294.1,1,Saturday,4,Telangana
250,Anna Nagar,Minor,Rain,21,07-01-2023 05:00,2382,heavy rain,272.4,3,Saturday,5,Tamil Nadu
251,T. Nagar,Severe,Rain,5,07-01-2023 06:00,400,drizzle rain,280.5,2,Saturday,6,Tamil Nadu
252,Civil Lines,Moderate,Rain,6,07-01-2023 07:00,2063,thunderstorm with rain,294.8,4,Saturday,7,Rajasthan
253,Kalyani Nagar,Severe,Rain,3,07-01-2023 08:00,979,heavy rain,272.4,3,Saturday,8,Maharashtra
254,Vasant Kunj,Minor,Fog,8,07-01-2023 09:00,3177,drizzle rain,290.4,2,Saturday,9,Delhi
255,Alwarpet,Moderate,Fog,9,07-01-2023 10:00,3304,drizzle rain,282.1,2,Saturday,10,Tamil Nadu
256,Koramangala,Minor,Rain,21,07-01-2023 11:00,3319,thunderstorm with rain,291.7,4,Saturday,11,Karnataka
257,Bandra,Moderate,Rain,11,07-01-2023 12:00,702,light rain,271.6,1,Saturday,12,Maharashtra
258,Indiranagar,Severe,Fog,10,07-01-2023 13:00,2654,light rain,300.5,1,Saturday,13,Karnataka
259,Connaught Place,Minor,Rain,10,07-01-2023 14:00,3845,heavy rain,304.1,3,Saturday,14,Delhi
260,Salt Lake City,Minor,Clear,10,07-01-2023 15:00,1951,thunderstorm with rain,303.9,4,Saturday,15,West Bengal
261,Gariahat,Minor,Rain,21,07-01-2023 16:00,1004,light rain,296.2,1,Saturday,16,West Bengal
262,Hinjewadi,Severe,Rain,21,07-01-2023 17:00,2346,thunderstorm with rain,274.6,4,Saturday,17,Maharashtra
263,Banjara Hills,Moderate,Rain,3,07-01-2023 18:00,2931,light rain,296.5,1,Saturday,18,Telangana
264,Jubilee Hills,Severe,Rain,5,07-01-2023 19:00,2095,drizzle rain,270.9,2,Saturday,19,Telangana
265,Anna Nagar,Minor,Rain,6,07-01-2023 20:00,2973,light rain,270.8,1,Saturday,20,Tamil Nadu
266,T. Nagar,Moderate,Fog,2,07-01-2023 21:00,1770,thunderstorm with rain,281.3,4,Saturday,21,Tamil Nadu
267,Civil Lines,Minor,Fog,7,07-01-2023 22:00,1160,drizzle rain,287.1,2,Saturday,22,Rajasthan
268,Kalyani Nagar,Moderate,Rain,9,07-01-2023 23:00,2860,drizzle rain,297,2,Saturday,23,Maharashtra
269,Vasant Kunj,Severe,Rain,8,08-01-2023 00:00,1685,drizzle rain,293.9,2,Sunday,0,Delhi
270,Alwarpet,Minor,Fog,0,08-01-2023 01:00,2890,thunderstorm with rain,285.6,4,Sunday,1,Tamil Nadu
271,Koramangala,Minor,Rain,0,08-01-2023 02:00,1228,heavy rain,279.6,3,Sunday,2,Karnataka
272,Bandra,Minor,Clear,1,08-01-2023 03:00,3489,heavy rain,304.9,3,Sunday,3,Maharashtra
273,Indiranagar,Severe,Rain,2,08-01-2023 04:00,702,heavy rain,284.9,3,Sunday,4,Karnataka
274,Connaught Place,Moderate,Rain,4,08-01-2023 05:00,3014,thunderstorm with rain,285.8,4,Sunday,5,Delhi
275,Salt Lake City,Severe,Rain,10,08-01-2023 06:00,597,drizzle rain,275.7,2,Sunday,6,West Bengal
276,Gariahat,Minor,Rain,21,08-01-2023 07:00,1070,heavy rain,297.8,3,Sunday,7,West Bengal
277,Hinjewadi,Moderate,Rain,5,08-01-2023 08:00,3042,thunderstorm with rain,294.3,4,Sunday,8,Maharashtra
278,Banjara Hills,Minor,Fog,6,08-01-2023 09:00,592,heavy rain,277.7,3,Sunday,9,Telangana
279,Jubilee Hills,Moderate,Fog,3,08-01-2023 10:00,406,light rain,272.9,1,Sunday,10,Telangana
280,Anna Nagar,Severe,Rain,8,08-01-2023 11:00,1238,heavy rain,293.8,3,Sunday,11,Tamil Nadu
281,T. Nagar,Minor,Rain,9,08-01-2023 12:00,2081,heavy rain,292.9,3,Sunday,12,Tamil Nadu
282,Civil Lines,Minor,Fog,21,08-01-2023 13:00,3825,drizzle rain,279.6,2,Sunday,13,Rajasthan
283,Kalyani Nagar,Minor,Rain,11,08-01-2023 14:00,3139,thunderstorm with rain,303.3,4,Sunday,14,Maharashtra
284,Vasant Kunj,Severe,Clear,10,08-01-2023 15:00,1684,drizzle rain,275.3,2,Sunday,15,Delhi
285,Alwarpet,Moderate,Rain,10,08-01-2023 16:00,3962,drizzle rain,285.1,2,Sunday,16,Tamil Nadu
286,Koramangala,Severe,Rain,10,08-01-2023 17:00,3846,drizzle rain,303,2,Sunday,17,Karnataka
287,Bandra,Minor,Rain,21,08-01-2023 18:00,1063,drizzle rain,284.7,2,Sunday,18,Maharashtra
288,Indiranagar,Moderate,Rain,21,08-01-2023 19:00,2990,drizzle rain,292.3,2,Sunday,19,Karnataka
289,Connaught Place,Minor,Rain,3,08-01-2023 20:00,3512,heavy rain,283.9,3,Sunday,20,Delhi
290,Salt Lake City,Moderate,Fog,5,08-01-2023 21:00,763,drizzle rain,279.6,2,Sunday,21,West Bengal
291,Gariahat,Severe,Fog,6,08-01-2023 22:00,1220,drizzle rain,304.4,2,Sunday,22,West Bengal
292,Hinjewadi,Minor,Rain,2,08-01-2023 23:00,295,thunderstorm with rain,284.3,4,Sunday,23,Maharashtra
293,Banjara Hills,Minor,Rain,7,09-01-2023 00:00,2123,light rain,301.3,1,Monday,0,Telangana
294,Jubilee Hills,Minor,Fog,9,09-01-2023 01:00,1957,heavy rain,278,3,Monday,1,Telangana
295,Anna Nagar,Severe,Rain,8,09-01-2023 02:00,2732,heavy rain,277.5,3,Monday,2,Tamil Nadu
296,T. Nagar,Moderate,Clear,0,09-01-2023 03:00,3678,heavy rain,271.1,3,Monday,3,Tamil Nadu
297,Civil Lines,Severe,Rain,1,09-01-2023 04:00,2478,drizzle rain,292.8,2,Monday,4,Rajasthan
298,Kalyani Nagar,Minor,Rain,2,09-01-2023 05:00,2996,drizzle rain,282.9,2,Monday,5,Maharashtra
299,Vasant Kunj,Moderate,Rain,4,09-01-2023 06:00,1878,drizzle rain,300.3,2,Monday,6,Delhi
300,Alwarpet,Minor,Rain,10,09-01-2023 07:00,3442,thunderstorm with rain,286.6,4,Monday,7,Tamil Nadu
301,Koramangala,Moderate,Rain,21,09-01-2023 08:00,740,light rain,303.9,1,Monday,8,Karnataka
302,Bandra,Severe,Fog,5,09-01-2023 09:00,1259,drizzle rain,276.5,2,Monday,9,Maharashtra
303,Indiranagar,Minor,Fog,6,09-01-2023 10:00,2772,light rain,300.4,1,Monday,10,Karnataka
304,Connaught Place,Minor,Rain,3,09-01-2023 11:00,1383,thunderstorm with rain,297.2,4,Monday,11,Delhi
305,Salt Lake City,Minor,Rain,8,09-01-2023 12:00,1922,heavy rain,297,3,Monday,12,West Bengal
306,Gariahat,Severe,Fog,9,09-01-2023 13:00,3514,drizzle rain,299.6,2,Monday,13,West Bengal
307,Hinjewadi,Moderate,Rain,21,09-01-2023 14:00,3357,light rain,296.6,1,Monday,14,Maharashtra
308,Banjara Hills,Severe,Clear,11,09-01-2023 15:00,2019,light rain,291.9,1,Monday,15,Telangana
309,Jubilee Hills,Minor,Rain,10,09-01-2023 16:00,2825,drizzle rain,274.6,2,Monday,16,Telangana
310,Anna Nagar,Moderate,Rain,10,09-01-2023 17:00,2929,heavy rain,271.1,3,Monday,17,Tamil Nadu
311,T. Nagar,Minor,Rain,10,09-01-2023 18:00,2804,heavy rain,302.2,3,Monday,18,Tamil Nadu
312,Civil Lines,Moderate,Rain,21,09-01-2023 19:00,1797,heavy rain,291.6,3,Monday,19,Rajasthan
313,Kalyani Nagar,Severe,Rain,21,09-01-2023 20:00,3260,thunderstorm with rain,297.9,4,Monday,20,Maharashtra
314,Vasant Kunj,Minor,Fog,3,09-01-2023 21:00,2893,light rain,286.9,1,Monday,21,Delhi
315,Alwarpet,Minor,Fog,5,09-01-2023 22:00,995,light rain,274.1,1,Monday,22,Tamil Nadu
316,Koramangala,Minor,Rain,6,09-01-2023 23:00,1251,light rain,274.4,1,Monday,23,Karnataka
317,Bandra,Severe,Rain,2,10-01-2023 00:00,1843,thunderstorm with rain,294,4,Tuesday,0,Maharashtra
318,Indiranagar,Moderate,Fog,7,10-01-2023 01:00,3827,light rain,285.1,1,Tuesday,1,Karnataka
319,Connaught Place,Severe,Rain,9,10-01-2023 02:00,1563,thunderstorm with rain,277,4,Tuesday,2,Delhi
320,Salt Lake City,Minor,Clear,8,10-01-2023 03:00,2181,heavy rain,287.2,3,Tuesday,3,West Bengal
321,Gariahat,Moderate,Rain,0,10-01-2023 04:00,1554,drizzle rain,272.2,2,Tuesday,4,West Bengal
322,Hinjewadi,Minor,Rain,0,10-01-2023 05:00,1863,light rain,290.4,1,Tuesday,5,Maharashtra
323,Banjara Hills,Moderate,Rain,1,10-01-2023 06:00,1729,light rain,279.4,1,Tuesday,6,Telangana
324,Jubilee Hills,Severe,Rain,2,10-01-2023 07:00,2238,heavy rain,297.9,3,Tuesday,7,Telangana
325,Anna Nagar,Minor,Rain,4,10-01-2023 08:00,3619,drizzle rain,280.9,2,Tuesday,8,Tamil Nadu
326,T. Nagar,Minor,Fog,10,10-01-2023 09:00,1696,thunderstorm with rain,285.9,4,Tuesday,9,Tamil Nadu
327,Civil Lines,Minor,Fog,21,10-01-2023 10:00,3502,drizzle rain,270.4,2,Tuesday,10,Rajasthan
328,Kalyani Nagar,Severe,Rain,5,10-01-2023 11:00,2437,heavy rain,272.5,3,Tuesday,11,Maharashtra
329,Vasant Kunj,Moderate,Rain,6,10-01-2023 12:00,3496,heavy rain,283.7,3,Tuesday,12,Delhi
330,Alwarpet,Severe,Fog,3,10-01-2023 13:00,1608,drizzle rain,286.8,2,Tuesday,13,Tamil Nadu
331,Koramangala,Minor,Rain,8,10-01-2023 14:00,1600,thunderstorm with rain,291,4,Tuesday,14,Karnataka
332,Bandra,Moderate,Clear,9,10-01-2023 15:00,1506,thunderstorm with rain,280.2,4,Tuesday,15,Maharashtra
333,Indiranagar,Minor,Rain,21,10-01-2023 16:00,2880,light rain,294.3,1,Tuesday,16,Karnataka
334,Connaught Place,Moderate,Rain,11,10-01-2023 17:00,2875,thunderstorm with rain,300.1,4,Tuesday,17,Delhi
335,Salt Lake City,Severe,Rain,10,10-01-2023 18:00,1172,drizzle rain,297.3,2,Tuesday,18,West Bengal
336,Gariahat,Minor,Rain,10,10-01-2023 19:00,1968,heavy rain,271.4,3,Tuesday,19,West Bengal
337,Hinjewadi,Minor,Rain,10,10-01-2023 20:00,1482,light rain,286.8,1,Tuesday,20,Maharashtra
338,Banjara Hills,Minor,Fog,21,10-01-2023 21:00,3630,light rain,273.7,1,Tuesday,21,Telangana
339,Jubilee Hills,Severe,Fog,21,10-01-2023 22:00,909,heavy rain,278.5,3,Tuesday,22,Telangana
340,Anna Nagar,Moderate,Rain,3,10-01-2023 23:00,1679,thunderstorm with rain,304.5,4,Tuesday,23,Tamil Nadu
341,T. Nagar,Severe,Rain,5,11-01-2023 00:00,1634,heavy rain,275,3,Wednesday,0,Tamil Nadu
342,Civil Lines,Minor,Fog,6,11-01-2023 01:00,848,thunderstorm with rain,287.5,4,Wednesday,1,Rajasthan
343,Kalyani Nagar,Moderate,Rain,2,11-01-2023 02:00,517,heavy rain,291.6,3,Wednesday,2,Maharashtra
344,Vasant Kunj,Minor,Clear,7,11-01-2023 03:00,3948,drizzle rain,294.6,2,Wednesday,3,Delhi
345,Alwarpet,Moderate,Rain,0,11-01-2023 04:00,3496,thunderstorm with rain,289.6,4,Wednesday,4,Tamil Nadu
346,Koramangala,Severe,Rain,1,11-01-2023 05:00,1457,drizzle rain,270.3,2,Wednesday,5,Karnataka
347,Bandra,Minor,Rain,2,11-01-2023 06:00,883,light rain,281.4,1,Wednesday,6,Maharashtra
348,Indiranagar,Minor,Rain,4,11-01-2023 07:00,863,heavy rain,288.1,3,Wednesday,7,Karnataka
349,Connaught Place,Minor,Rain,10,11-01-2023 08:00,2198,light rain,273.1,1,Wednesday,8,Delhi
350,Salt Lake City,Severe,Fog,21,11-01-2023 09:00,3645,light rain,282.3,1,Wednesday,9,West Bengal
351,Gariahat,Moderate,Fog,5,11-01-2023 10:00,3943,light rain,271.2,1,Wednesday,10,West Bengal
352,Hinjewadi,Severe,Rain,6,11-01-2023 11:00,1831,light rain,272.8,1,Wednesday,11,Maharashtra
353,Banjara Hills,Minor,Rain,3,11-01-2023 12:00,1695,heavy rain,283.9,3,Wednesday,12,Telangana
354,Jubilee Hills,Moderate,Fog,8,11-01-2023 13:00,3504,light rain,274.6,1,Wednesday,13,Telangana
355,Anna Nagar,Minor,Rain,9,11-01-2023 14:00,3963,heavy rain,289.9,3,Wednesday,14,Tamil Nadu
356,T. Nagar,Moderate,Clear,21,11-01-2023 15:00,1336,heavy rain,294.1,3,Wednesday,15,Tamil Nadu
357,Civil Lines,Severe,Rain,11,11-01-2023 16:00,2053,drizzle rain,298,2,Wednesday,16,Rajasthan
358,Kalyani Nagar,Minor,Rain,10,11-01-2023 17:00,1720,thunderstorm with rain,277,4,Wednesday,17,Maharashtra
359,Vasant Kunj,Minor,Rain,10,11-01-2023 18:00,2689,thunderstorm with rain,275.9,4,Wednesday,18,Delhi
360,Alwarpet,Minor,Rain,10,11-01-2023 19:00,763,heavy rain,273.7,3,Wednesday,19,Tamil Nadu
361,Koramangala,Severe,Rain,21,11-01-2023 20:00,1491,drizzle rain,292.3,2,Wednesday,20,Karnataka
362,Bandra,Moderate,Fog,21,11-01-2023 21:00,3781,heavy rain,294.7,3,Wednesday,21,Maharashtra
363,Indiranagar,Severe,Fog,3,11-01-2023 22:00,3657,heavy rain,271.1,3,Wednesday,22,Karnataka
364,Connaught Place,Minor,Rain,5,11-01-2023 23:00,3658,heavy rain,302.8,3,Wednesday,23,Delhi
365,Salt Lake City,Moderate,Rain,6,12-01-2023 00:00,3384,drizzle rain,271.8,2,Thursday,0,West Bengal
366,Gariahat,Minor,Fog,2,12-01-2023 01:00,1836,thunderstorm with rain,288.9,4,Thursday,1,West Bengal
367,Hinjewadi,Moderate,Rain,7,12-01-2023 02:00,3896,drizzle rain,294.8,2,Thursday,2,Maharashtra
368,Banjara Hills,Severe,Clear,9,12-01-2023 03:00,3199,light rain,300.5,1,Thursday,3,Telangana
369,Jubilee Hills,Minor,Rain,8,12-01-2023 04:00,3352,drizzle rain,295,2,Thursday,4,Telangana
370,Anna Nagar,Minor,Rain,8,12-01-2023 05:00,898,drizzle rain,298.1,2,Thursday,5,Tamil Nadu
371,T. Nagar,Minor,Rain,9,12-01-2023 06:00,2360,drizzle rain,281.9,2,Thursday,6,Tamil Nadu
372,Civil Lines,Severe,Rain,21,12-01-2023 07:00,201,drizzle rain,298.5,2,Thursday,7,Rajasthan
373,Kalyani Nagar,Moderate,Rain,11,12-01-2023 08:00,841,thunderstorm with rain,272.8,4,Thursday,8,Maharashtra
374,Vasant Kunj,Severe,Fog,10,12-01-2023 09:00,2467,light rain,301.3,1,Thursday,9,Delhi
375,Alwarpet,Minor,Fog,10,12-01-2023 10:00,1789,thunderstorm with rain,289.2,4,Thursday,10,Tamil Nadu
376,Koramangala,Moderate,Rain,10,12-01-2023 11:00,1054,thunderstorm with rain,298.6,4,Thursday,11,Karnataka
377,Bandra,Minor,Rain,21,12-01-2023 12:00,1959,drizzle rain,285.8,2,Thursday,12,Maharashtra
378,Indiranagar,Moderate,Fog,21,12-01-2023 13:00,3496,heavy rain,292.5,3,Thursday,13,Karnataka
379,Connaught Place,Severe,Rain,3,12-01-2023 14:00,2632,heavy rain,288.4,3,Thursday,14,Delhi
380,Salt Lake City,Minor,Clear,5,12-01-2023 15:00,3674,thunderstorm with rain,295.6,4,Thursday,15,West Bengal
381,Gariahat,Minor,Rain,6,12-01-2023 16:00,1861,thunderstorm with rain,272.9,4,Thursday,16,West Bengal
382,Hinjewadi,Minor,Rain,2,12-01-2023 17:00,1353,drizzle rain,272.1,2,Thursday,17,Maharashtra
383,Banjara Hills,Severe,Rain,7,12-01-2023 18:00,1276,thunderstorm with rain,278.6,4,Thursday,18,Telangana
384,Jubilee Hills,Moderate,Rain,9,12-01-2023 19:00,1907,drizzle rain,275.6,2,Thursday,19,Telangana
385,Anna Nagar,Severe,Rain,8,12-01-2023 20:00,2977,heavy rain,300.5,3,Thursday,20,Tamil Nadu
386,T. Nagar,Minor,Fog,8,12-01-2023 21:00,1895,heavy rain,277.7,3,Thursday,21,Tamil Nadu
387,Civil Lines,Moderate,Fog,9,12-01-2023 22:00,1933,light rain,304.2,1,Thursday,22,Rajasthan
388,Kalyani Nagar,Minor,Rain,21,12-01-2023 23:00,1639,heavy rain,281.8,3,Thursday,23,Maharashtra
389,Vasant Kunj,Moderate,Rain,11,13-01-2023 00:00,2494,thunderstorm with rain,276.4,4,Friday,0,Delhi
390,Alwarpet,Severe,Fog,10,13-01-2023 01:00,1035,heavy rain,297.6,3,Friday,1,Tamil Nadu
391,Koramangala,Minor,Rain,10,13-01-2023 02:00,3710,drizzle rain,293.1,2,Friday,2,Karnataka
392,Bandra,Minor,Clear,10,13-01-2023 03:00,402,heavy rain,287.4,3,Friday,3,Maharashtra
393,Indiranagar,Minor,Rain,21,13-01-2023 04:00,3455,light rain,289.4,1,Friday,4,Karnataka
394,Connaught Place,Severe,Rain,21,13-01-2023 05:00,322,heavy rain,295.2,3,Friday,5,Delhi
395,Salt Lake City,Moderate,Rain,3,13-01-2023 06:00,600,drizzle rain,278,2,Friday,6,West Bengal
396,Gariahat,Severe,Rain,5,13-01-2023 07:00,966,drizzle rain,304.9,2,Friday,7,West Bengal
397,Hinjewadi,Minor,Rain,6,13-01-2023 08:00,493,thunderstorm with rain,304.1,4,Friday,8,Maharashtra
398,Banjara Hills,Moderate,Fog,2,13-01-2023 09:00,2527,heavy rain,292.8,3,Friday,9,Telangana
399,Jubilee Hills,Minor,Fog,7,13-01-2023 10:00,3131,drizzle rain,277,2,Friday,10,Telangana
400,Anna Nagar,Moderate,Rain,9,13-01-2023 11:00,3881,light rain,293.8,1,Friday,11,Tamil Nadu
401,T. Nagar,Severe,Rain,8,13-01-2023 12:00,397,thunderstorm with rain,272.5,4,Friday,12,Tamil Nadu
402,Civil Lines,Minor,Fog,0,13-01-2023 13:00,3229,light rain,271.1,1,Friday,13,Rajasthan
403,Kalyani Nagar,Minor,Rain,21,13-01-2023 14:00,2130,heavy rain,279,3,Friday,14,Maharashtra
404,Vasant Kunj,Minor,Clear,21,13-01-2023 15:00,3782,heavy rain,286.2,3,Friday,15,Delhi
405,Alwarpet,Severe,Rain,3,13-01-2023 16:00,2999,heavy rain,300.4,3,Friday,16,Tamil Nadu
406,Koramangala,Moderate,Rain,5,13-01-2023 17:00,2391,thunderstorm with rain,295.5,4,Friday,17,Karnataka
407,Bandra,Severe,Rain,6,13-01-2023 18:00,808,drizzle rain,296,2,Friday,18,Maharashtra
408,Indiranagar,Minor,Rain,2,13-01-2023 19:00,3472,thunderstorm with rain,284.9,4,Friday,19,Karnataka
409,Connaught Place,Moderate,Rain,7,13-01-2023 20:00,1347,light rain,282.1,1,Friday,20,Delhi
410,Salt Lake City,Minor,Fog,9,13-01-2023 21:00,386,thunderstorm with rain,283,4,Friday,21,West Bengal
411,Gariahat,Moderate,Fog,8,13-01-2023 22:00,3597,light rain,304.6,1,Friday,22,West Bengal
412,Hinjewadi,Severe,Rain,8,13-01-2023 23:00,2711,thunderstorm with rain,271.4,4,Friday,23,Maharashtra
413,Banjara Hills,Minor,Rain,9,14-01-2023 00:00,3620,drizzle rain,300.3,2,Saturday,0,Telangana
414,Jubilee Hills,Minor,Fog,21,14-01-2023 01:00,1994,light rain,290.3,1,Saturday,1,Telangana
415,Anna Nagar,Minor,Rain,11,14-01-2023 02:00,859,heavy rain,285.4,3,Saturday,2,Tamil Nadu
416,T. Nagar,Severe,Clear,10,14-01-2023 03:00,3011,heavy rain,295.4,3,Saturday,3,Tamil Nadu
417,Civil Lines,Moderate,Rain,10,14-01-2023 04:00,3202,thunderstorm with rain,287,4,Saturday,4,Rajasthan
418,Kalyani Nagar,Severe,Rain,10,14-01-2023 05:00,2155,heavy rain,300.6,3,Saturday,5,Maharashtra
419,Vasant Kunj,Minor,Rain,21,14-01-2023 06:00,2650,light rain,301.5,1,Saturday,6,Delhi
420,Alwarpet,Moderate,Rain,21,14-01-2023 07:00,1569,heavy rain,284.8,3,Saturday,7,Tamil Nadu
421,Koramangala,Minor,Rain,3,14-01-2023 08:00,2186,drizzle rain,279.7,2,Saturday,8,Karnataka
422,Bandra,Moderate,Fog,5,14-01-2023 09:00,1734,drizzle rain,290.7,2,Saturday,9,Maharashtra
423,Indiranagar,Severe,Fog,6,14-01-2023 10:00,346,thunderstorm with rain,301.9,4,Saturday,10,Karnataka
424,Connaught Place,Minor,Rain,2,14-01-2023 11:00,3419,light rain,277.4,1,Saturday,11,Delhi
425,Salt Lake City,Minor,Rain,21,14-01-2023 12:00,3111,drizzle rain,291.8,2,Saturday,12,West Bengal
426,Gariahat,Minor,Fog,21,14-01-2023 13:00,1934,drizzle rain,292.1,2,Saturday,13,West Bengal
427,Hinjewadi,Severe,Rain,3,14-01-2023 14:00,2043,light rain,295.7,1,Saturday,14,Maharashtra
428,Banjara Hills,Moderate,Clear,5,14-01-2023 15:00,688,heavy rain,274.6,3,Saturday,15,Telangana
429,Jubilee Hills,Severe,Rain,6,14-01-2023 16:00,3176,heavy rain,295.1,3,Saturday,16,Telangana
430,Anna Nagar,Minor,Rain,2,14-01-2023 17:00,2159,thunderstorm with rain,301.8,4,Saturday,17,Tamil Nadu
431,T. Nagar,Moderate,Rain,7,14-01-2023 18:00,1863,heavy rain,276.3,3,Saturday,18,Tamil Nadu
432,Civil Lines,Minor,Rain,9,14-01-2023 19:00,2798,light rain,278.3,1,Saturday,19,Rajasthan
433,Kalyani Nagar,Moderate,Rain,8,14-01-2023 20:00,2585,drizzle rain,304,2,Saturday,20,Maharashtra
434,Vasant Kunj,Severe,Fog,8,14-01-2023 21:00,3119,heavy rain,276.3,3,Saturday,21,Delhi
435,Alwarpet,Minor,Fog,9,14-01-2023 22:00,840,thunderstorm with rain,299.9,4,Saturday,22,Tamil Nadu
436,Koramangala,Minor,Rain,21,14-01-2023 23:00,2002,heavy rain,287.2,3,Saturday,23,Karnataka
437,Bandra,Minor,Rain,11,15-01-2023 00:00,2720,light rain,278.7,1,Sunday,0,Maharashtra
438,Indiranagar,Severe,Fog,10,15-01-2023 01:00,2169,thunderstorm with rain,300.5,4,Sunday,1,Karnataka
439,Connaught Place,Moderate,Rain,10,15-01-2023 02:00,2398,heavy rain,285.6,3,Sunday,2,Delhi
440,Salt Lake City,Severe,Clear,10,15-01-2023 03:00,1638,thunderstorm with rain,288,4,Sunday,3,West Bengal
441,Gariahat,Minor,Rain,21,15-01-2023 04:00,3569,light rain,282.6,1,Sunday,4,West Bengal
442,Hinjewadi,Moderate,Rain,21,15-01-2023 05:00,1834,drizzle rain,290.8,2,Sunday,5,Maharashtra
443,Banjara Hills,Minor,Rain,3,15-01-2023 06:00,462,light rain,275.7,1,Sunday,6,Telangana
444,Jubilee Hills,Moderate,Rain,5,15-01-2023 07:00,1987,light rain,283.7,1,Sunday,7,Telangana
445,Anna Nagar,Severe,Rain,6,15-01-2023 08:00,2391,light rain,303.9,1,Sunday,8,Tamil Nadu
446,T. Nagar,Minor,Fog,2,15-01-2023 09:00,2593,light rain,279,1,Sunday,9,Tamil Nadu
447,Civil Lines,Minor,Fog,21,15-01-2023 10:00,823,drizzle rain,293,2,Sunday,10,Rajasthan
448,Kalyani Nagar,Minor,Rain,21,15-01-2023 11:00,1216,drizzle rain,281.4,2,Sunday,11,Maharashtra
449,Vasant Kunj,Severe,Rain,3,15-01-2023 12:00,3843,thunderstorm with rain,297.1,4,Sunday,12,Delhi
450,Alwarpet,Moderate,Fog,5,15-01-2023 13:00,1080,heavy rain,274.6,3,Sunday,13,Tamil Nadu
451,Koramangala,Severe,Rain,6,15-01-2023 14:00,2249,drizzle rain,303.9,2,Sunday,14,Karnataka
452,Bandra,Minor,Clear,2,15-01-2023 15:00,3144,drizzle rain,285.9,2,Sunday,15,Maharashtra
453,Indiranagar,Moderate,Rain,7,15-01-2023 16:00,1527,heavy rain,278.3,3,Sunday,16,Karnataka
454,Connaught Place,Minor,Rain,9,15-01-2023 17:00,2501,drizzle rain,272.6,2,Sunday,17,Delhi
455,Salt Lake City,Moderate,Rain,8,15-01-2023 18:00,3923,light rain,275.9,1,Sunday,18,West Bengal
456,Gariahat,Severe,Rain,8,15-01-2023 19:00,652,light rain,288.2,1,Sunday,19,West Bengal
457,Hinjewadi,Minor,Rain,9,15-01-2023 20:00,3308,heavy rain,281.8,3,Sunday,20,Maharashtra
458,Banjara Hills,Minor,Fog,21,15-01-2023 21:00,1383,thunderstorm with rain,299,4,Sunday,21,Telangana
459,Jubilee Hills,Minor,Fog,11,15-01-2023 22:00,3262,thunderstorm with rain,285.1,4,Sunday,22,Telangana
460,Anna Nagar,Severe,Rain,10,15-01-2023 23:00,2256,heavy rain,278.7,3,Sunday,23,Tamil Nadu
461,T. Nagar,Moderate,Rain,10,16-01-2023 00:00,3504,heavy rain,291.6,3,Monday,0,Tamil Nadu
462,Civil Lines,Severe,Fog,10,16-01-2023 01:00,3370,light rain,294.7,1,Monday,1,Rajasthan
463,Kalyani Nagar,Minor,Rain,21,16-01-2023 02:00,1882,thunderstorm with rain,275.8,4,Monday,2,Maharashtra
464,Vasant Kunj,Moderate,Clear,21,16-01-2023 03:00,3063,drizzle rain,275.9,2,Monday,3,Delhi
465,Alwarpet,Minor,Rain,3,16-01-2023 04:00,2455,light rain,271.3,1,Monday,4,Tamil Nadu
466,Koramangala,Moderate,Rain,5,16-01-2023 05:00,1354,heavy rain,295.8,3,Monday,5,Karnataka
467,Bandra,Severe,Rain,6,16-01-2023 06:00,603,thunderstorm with rain,293.2,4,Monday,6,Maharashtra
468,Indiranagar,Minor,Rain,2,16-01-2023 07:00,2399,drizzle rain,286.6,2,Monday,7,Karnataka
